,lat,lon,ur_lat,ur_long,bl_lat,bl_long,ul_lat,ul_long,br_lat,br_long,coord,Neighborhoods,Beats,Cell Towers,waste_basket,library,grave_yard,fire_station,drinking_water,fountain,pub,bicycle_parking,pharmacy,bar,bank,bicycle_rental,bench,cafe,fuel,fast_food,school,restaurant,place_of_worship,parking,Divvy,Bike Rack,Bus Stop,L Stop,Metra
7899,41.6945728034,-87.5406738864,41.6968185916,-87.5384280982,41.6923270152,-87.5429196746,41.6968185916,-87.5429196746,41.6923270152,-87.5384280982,"('-87.5406738864', '41.6945728034')",15,258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7955,41.690081227,-87.7383032489,41.6923270152,-87.7360574607,41.6878354388,-87.7405490371,41.6923270152,-87.7405490371,41.6878354388,-87.7360574607,"('-87.7383032489', '41.690081227')",22,253,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0
7956,41.690081227,-87.7338116724,41.6923270152,-87.7315658842,41.6878354388,-87.7360574607,41.6923270152,-87.7360574607,41.6878354388,-87.7315658842,"('-87.7338116724', '41.690081227')",22,253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7957,41.690081227,-87.729320096,41.6923270152,-87.7270743078,41.6878354388,-87.7315658842,41.6923270152,-87.7315658842,41.6878354388,-87.7270743078,"('-87.729320096', '41.690081227')",22,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7958,41.690081227,-87.7248285196,41.6923270152,-87.7225827314,41.6878354388,-87.7270743078,41.6923270152,-87.7270743078,41.6878354388,-87.7225827314,"('-87.7248285196', '41.690081227')",22,253,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7959,41.690081227,-87.7203369432,41.6923270152,-87.718091155,41.6878354388,-87.7225827314,41.6923270152,-87.7225827314,41.6878354388,-87.718091155,"('-87.7203369432', '41.690081227')",22,253,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4,0,0,3,0,0
7960,41.690081227,-87.7158453668,41.6923270152,-87.7135995786,41.6878354388,-87.718091155,41.6923270152,-87.718091155,41.6878354388,-87.7135995786,"('-87.7158453668', '41.690081227')",22,253,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,2,4,0,0
7961,41.690081227,-87.7113537903,41.6923270152,-87.7091080021,41.6878354388,-87.7135995786,41.6923270152,-87.7135995786,41.6878354388,-87.7091080021,"('-87.7113537903', '41.690081227')",22,253,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,4,0,0
7962,41.690081227,-87.7068622139,41.6923270152,-87.7046164257,41.6878354388,-87.7091080021,41.6923270152,-87.7091080021,41.6878354388,-87.7046164257,"('-87.7068622139', '41.690081227')",22,253,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,7,0,6,4,0,0
7963,41.690081227,-87.7023706375,41.6923270152,-87.7001248493,41.6878354388,-87.7046164257,41.6923270152,-87.7046164257,41.6878354388,-87.7001248493,"('-87.7023706375', '41.690081227')",22,253,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13,0,4,9,0,0
7964,41.690081227,-87.6978790611,41.6923270152,-87.6956332729,41.6878354388,-87.7001248493,41.6923270152,-87.7001248493,41.6878354388,-87.6956332729,"('-87.6978790611', '41.690081227')",22,253,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,3,4,0,0
7965,41.690081227,-87.6933874847,41.6923270152,-87.6911416965,41.6878354388,-87.6956332729,41.6923270152,-87.6956332729,41.6878354388,-87.6911416965,"('-87.6933874847', '41.690081227')",23,256,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
7966,41.690081227,-87.6888959082,41.6923270152,-87.68665012,41.6878354388,-87.6911416965,41.6923270152,-87.6911416965,41.6878354388,-87.68665012,"('-87.6888959082', '41.690081227')",23,256,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0
7967,41.690081227,-87.6844043318,41.6923270152,-87.6821585436,41.6878354388,-87.68665012,41.6923270152,-87.68665012,41.6878354388,-87.6821585436,"('-87.6844043318', '41.690081227')",23,256,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,4,0,0
7968,41.690081227,-87.6799127554,41.6923270152,-87.6776669672,41.6878354388,-87.6821585436,41.6923270152,-87.6821585436,41.6878354388,-87.6776669672,"('-87.6799127554', '41.690081227')",23,256,10,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,2,0,5,3,0,0
7969,41.690081227,-87.675421179,41.6923270152,-87.6731753908,41.6878354388,-87.6776669672,41.6923270152,-87.6776669672,41.6878354388,-87.6731753908,"('-87.675421179', '41.690081227')",23,256,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,0,0
7970,41.690081227,-87.6709296026,41.6923270152,-87.6686838143,41.6878354388,-87.6731753908,41.6923270152,-87.6731753908,41.6878354388,-87.6686838143,"('-87.6709296026', '41.690081227')",23,256,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,5,4,0,0
7971,41.690081227,-87.6664380261,41.6923270152,-87.6641922379,41.6878354388,-87.6686838143,41.6923270152,-87.6686838143,41.6878354388,-87.6641922379,"('-87.6664380261', '41.690081227')",23,256,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,7,0,0
7972,41.690081227,-87.6619464497,41.6923270152,-87.6597006615,41.6878354388,-87.6641922379,41.6923270152,-87.6641922379,41.6878354388,-87.6597006615,"('-87.6619464497', '41.690081227')",23,262,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,4,0,0
7973,41.690081227,-87.6574548733,41.6923270152,-87.6552090851,41.6878354388,-87.6597006615,41.6923270152,-87.6597006615,41.6878354388,-87.6552090851,"('-87.6574548733', '41.690081227')",23,262,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,0,0,4,0,0
7974,41.690081227,-87.6529632969,41.6923270152,-87.6507175087,41.6878354388,-87.6552090851,41.6923270152,-87.6552090851,41.6878354388,-87.6507175087,"('-87.6529632969', '41.690081227')",23,262,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,4,0,0
7975,41.690081227,-87.6484717205,41.6923270152,-87.6462259322,41.6878354388,-87.6507175087,41.6923270152,-87.6507175087,41.6878354388,-87.6462259322,"('-87.6484717205', '41.690081227')",23,262,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0
7976,41.690081227,-87.643980144,41.6923270152,-87.6417343558,41.6878354388,-87.6462259322,41.6923270152,-87.6462259322,41.6878354388,-87.6417343558,"('-87.643980144', '41.690081227')",23,257,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,7,7,0,0
7977,41.690081227,-87.6394885676,41.6923270152,-87.6372427794,41.6878354388,-87.6417343558,41.6923270152,-87.6417343558,41.6878354388,-87.6372427794,"('-87.6394885676', '41.690081227')",62,257,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
7978,41.690081227,-87.6349969912,41.6923270152,-87.632751203,41.6878354388,-87.6372427794,41.6923270152,-87.6372427794,41.6878354388,-87.632751203,"('-87.6349969912', '41.690081227')",62,257,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7979,41.690081227,-87.6305054148,41.6923270152,-87.6282596266,41.6878354388,-87.632751203,41.6923270152,-87.632751203,41.6878354388,-87.6282596266,"('-87.6305054148', '41.690081227')",62,266,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7980,41.690081227,-87.6260138384,41.6923270152,-87.6237680501,41.6878354388,-87.6282596266,41.6923270152,-87.6282596266,41.6878354388,-87.6237680501,"('-87.6260138384', '41.690081227')",62,266,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
7981,41.690081227,-87.6215222619,41.6923270152,-87.6192764737,41.6878354388,-87.6237680501,41.6923270152,-87.6237680501,41.6878354388,-87.6192764737,"('-87.6215222619', '41.690081227')",62,264,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,7,0,15,4,0,0
7982,41.690081227,-87.6170306855,41.6923270152,-87.6147848973,41.6878354388,-87.6192764737,41.6923270152,-87.6192764737,41.6878354388,-87.6147848973,"('-87.6170306855', '41.690081227')",62,264,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0
7983,41.690081227,-87.6125391091,41.6923270152,-87.6102933209,41.6878354388,-87.6147848973,41.6923270152,-87.6147848973,41.6878354388,-87.6102933209,"('-87.6125391091', '41.690081227')",62,264,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,4,0,0
7984,41.690081227,-87.6080475327,41.6923270152,-87.6058017445,41.6878354388,-87.6102933209,41.6923270152,-87.6102933209,41.6878354388,-87.6058017445,"('-87.6080475327', '41.690081227')",27,264,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,2,0,0,0
7985,41.690081227,-87.6035559562,41.6923270152,-87.601310168,41.6878354388,-87.6058017445,41.6923270152,-87.6058017445,41.6878354388,-87.601310168,"('-87.6035559562', '41.690081227')",27,264,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0
7986,41.690081227,-87.5990643798,41.6923270152,-87.5968185916,41.6878354388,-87.601310168,41.6923270152,-87.601310168,41.6878354388,-87.5968185916,"('-87.5990643798', '41.690081227')",64,264,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
7987,41.690081227,-87.5945728034,41.6923270152,-87.5923270152,41.6878354388,-87.5968185916,41.6923270152,-87.5968185916,41.6878354388,-87.5923270152,"('-87.5945728034', '41.690081227')",64,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7988,41.690081227,-87.590081227,41.6923270152,-87.5878354388,41.6878354388,-87.5923270152,41.6923270152,-87.5923270152,41.6878354388,-87.5878354388,"('-87.590081227', '41.690081227')",64,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7989,41.690081227,-87.5855896506,41.6923270152,-87.5833438624,41.6878354388,-87.5878354388,41.6923270152,-87.5878354388,41.6878354388,-87.5833438624,"('-87.5855896506', '41.690081227')",64,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7990,41.690081227,-87.5810980741,41.6923270152,-87.5788522859,41.6878354388,-87.5833438624,41.6923270152,-87.5833438624,41.6878354388,-87.5788522859,"('-87.5810980741', '41.690081227')",64,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7991,41.690081227,-87.5766064977,41.6923270152,-87.5743607095,41.6878354388,-87.5788522859,41.6923270152,-87.5788522859,41.6878354388,-87.5743607095,"('-87.5766064977', '41.690081227')",64,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7992,41.690081227,-87.5721149213,41.6923270152,-87.5698691331,41.6878354388,-87.5743607095,41.6923270152,-87.5743607095,41.6878354388,-87.5698691331,"('-87.5721149213', '41.690081227')",64,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7993,41.690081227,-87.5676233449,41.6923270152,-87.5653775567,41.6878354388,-87.5698691331,41.6923270152,-87.5698691331,41.6878354388,-87.5653775567,"('-87.5676233449', '41.690081227')",64,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7994,41.690081227,-87.5631317685,41.6923270152,-87.5608859803,41.6878354388,-87.5653775567,41.6923270152,-87.5653775567,41.6878354388,-87.5608859803,"('-87.5631317685', '41.690081227')",64,254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7995,41.690081227,-87.558640192,41.6923270152,-87.5563944038,41.6878354388,-87.5608859803,41.6923270152,-87.5608859803,41.6878354388,-87.5563944038,"('-87.558640192', '41.690081227')",64,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7996,41.690081227,-87.5541486156,41.6923270152,-87.5519028274,41.6878354388,-87.5563944038,41.6923270152,-87.5563944038,41.6878354388,-87.5519028274,"('-87.5541486156', '41.690081227')",64,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7997,41.690081227,-87.5496570392,41.6923270152,-87.547411251,41.6878354388,-87.5519028274,41.6923270152,-87.5519028274,41.6878354388,-87.547411251,"('-87.5496570392', '41.690081227')",64,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7998,41.690081227,-87.5451654628,41.6923270152,-87.5429196746,41.6878354388,-87.547411251,41.6923270152,-87.547411251,41.6878354388,-87.5429196746,"('-87.5451654628', '41.690081227')",64,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7999,41.690081227,-87.5406738864,41.6923270152,-87.5384280982,41.6878354388,-87.5429196746,41.6923270152,-87.5429196746,41.6878354388,-87.5384280982,"('-87.5406738864', '41.690081227')",15,258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
8055,41.6855896506,-87.7383032489,41.6878354388,-87.7360574607,41.6833438623,-87.7405490371,41.6878354388,-87.7405490371,41.6833438623,-87.7360574607,"('-87.7383032489', '41.6855896506')",22,253,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8056,41.6855896506,-87.7338116724,41.6878354388,-87.7315658842,41.6833438623,-87.7360574607,41.6878354388,-87.7360574607,41.6833438623,-87.7315658842,"('-87.7338116724', '41.6855896506')",22,253,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8057,41.6855896506,-87.729320096,41.6878354388,-87.7270743078,41.6833438623,-87.7315658842,41.6878354388,-87.7315658842,41.6833438623,-87.7270743078,"('-87.729320096', '41.6855896506')",22,253,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8058,41.6855896506,-87.7248285196,41.6878354388,-87.7225827314,41.6833438623,-87.7270743078,41.6878354388,-87.7270743078,41.6833438623,-87.7225827314,"('-87.7248285196', '41.6855896506')",22,253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0
8059,41.6855896506,-87.7203369432,41.6878354388,-87.718091155,41.6833438623,-87.7225827314,41.6878354388,-87.7225827314,41.6833438623,-87.718091155,"('-87.7203369432', '41.6855896506')",22,253,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0
8060,41.6855896506,-87.7158453668,41.6878354388,-87.7135995786,41.6833438623,-87.718091155,41.6878354388,-87.718091155,41.6833438623,-87.7135995786,"('-87.7158453668', '41.6855896506')",22,253,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
8061,41.6855896506,-87.7113537903,41.6878354388,-87.7091080021,41.6833438623,-87.7135995786,41.6878354388,-87.7135995786,41.6833438623,-87.7091080021,"('-87.7113537903', '41.6855896506')",22,253,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0
8062,41.6855896506,-87.7068622139,41.6878354388,-87.7046164257,41.6833438623,-87.7091080021,41.6878354388,-87.7091080021,41.6833438623,-87.7046164257,"('-87.7068622139', '41.6855896506')",22,253,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
8063,41.6855896506,-87.7023706375,41.6878354388,-87.7001248493,41.6833438623,-87.7046164257,41.6878354388,-87.7046164257,41.6833438623,-87.7001248493,"('-87.7023706375', '41.6855896506')",22,253,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,7,0,0
8065,41.6855896506,-87.6933874847,41.6878354388,-87.6911416965,41.6833438623,-87.6956332729,41.6878354388,-87.6956332729,41.6833438623,-87.6911416965,"('-87.6933874847', '41.6855896506')",23,256,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8066,41.6855896506,-87.6888959082,41.6878354388,-87.68665012,41.6833438623,-87.6911416965,41.6878354388,-87.6911416965,41.6833438623,-87.68665012,"('-87.6888959082', '41.6855896506')",23,256,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8067,41.6855896506,-87.6844043318,41.6878354388,-87.6821585436,41.6833438623,-87.68665012,41.6878354388,-87.68665012,41.6833438623,-87.6821585436,"('-87.6844043318', '41.6855896506')",23,256,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8068,41.6855896506,-87.6799127554,41.6878354388,-87.6776669672,41.6833438623,-87.6821585436,41.6878354388,-87.6821585436,41.6833438623,-87.6776669672,"('-87.6799127554', '41.6855896506')",23,256,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
8069,41.6855896506,-87.675421179,41.6878354388,-87.6731753908,41.6833438623,-87.6776669672,41.6878354388,-87.6776669672,41.6833438623,-87.6731753908,"('-87.675421179', '41.6855896506')",23,256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8070,41.6855896506,-87.6709296026,41.6878354388,-87.6686838143,41.6833438623,-87.6731753908,41.6878354388,-87.6731753908,41.6833438623,-87.6686838143,"('-87.6709296026', '41.6855896506')",23,256,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8071,41.6855896506,-87.6664380261,41.6878354388,-87.6641922379,41.6833438623,-87.6686838143,41.6878354388,-87.6686838143,41.6833438623,-87.6641922379,"('-87.6664380261', '41.6855896506')",23,262,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,6,0,0
8072,41.6855896506,-87.6619464497,41.6878354388,-87.6597006615,41.6833438623,-87.6641922379,41.6878354388,-87.6641922379,41.6833438623,-87.6597006615,"('-87.6619464497', '41.6855896506')",23,262,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0
8073,41.6855896506,-87.6574548733,41.6878354388,-87.6552090851,41.6833438623,-87.6597006615,41.6878354388,-87.6597006615,41.6833438623,-87.6552090851,"('-87.6574548733', '41.6855896506')",23,262,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,3,0,0
8074,41.6855896506,-87.6529632969,41.6878354388,-87.6507175087,41.6833438623,-87.6552090851,41.6878354388,-87.6552090851,41.6833438623,-87.6507175087,"('-87.6529632969', '41.6855896506')",23,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,0,0
8075,41.6855896506,-87.6484717205,41.6878354388,-87.6462259322,41.6833438623,-87.6507175087,41.6878354388,-87.6507175087,41.6833438623,-87.6462259322,"('-87.6484717205', '41.6855896506')",23,262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
8076,41.6855896506,-87.643980144,41.6878354388,-87.6417343558,41.6833438623,-87.6462259322,41.6878354388,-87.6462259322,41.6833438623,-87.6417343558,"('-87.643980144', '41.6855896506')",23,262,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,12,0,5,9,0,0
8077,41.6855896506,-87.6394885676,41.6878354388,-87.6372427794,41.6833438623,-87.6417343558,41.6878354388,-87.6417343558,41.6833438623,-87.6372427794,"('-87.6394885676', '41.6855896506')",62,257,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0
8078,41.6855896506,-87.6349969912,41.6878354388,-87.632751203,41.6833438623,-87.6372427794,41.6878354388,-87.6372427794,41.6833438623,-87.632751203,"('-87.6349969912', '41.6855896506')",62,257,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0
8079,41.6855896506,-87.6305054148,41.6878354388,-87.6282596266,41.6833438623,-87.632751203,41.6878354388,-87.632751203,41.6833438623,-87.6282596266,"('-87.6305054148', '41.6855896506')",62,266,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0
8080,41.6855896506,-87.6260138384,41.6878354388,-87.6237680501,41.6833438623,-87.6282596266,41.6878354388,-87.6282596266,41.6833438623,-87.6237680501,"('-87.6260138384', '41.6855896506')",62,266,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,0,0
8081,41.6855896506,-87.6215222619,41.6878354388,-87.6192764737,41.6833438623,-87.6237680501,41.6878354388,-87.6237680501,41.6833438623,-87.6192764737,"('-87.6215222619', '41.6855896506')",62,264,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,0,5,10,0,0
8082,41.6855896506,-87.6170306855,41.6878354388,-87.6147848973,41.6833438623,-87.6192764737,41.6878354388,-87.6192764737,41.6833438623,-87.6147848973,"('-87.6170306855', '41.6855896506')",62,264,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,1,6,0,0
8083,41.6855896506,-87.6125391091,41.6878354388,-87.6102933209,41.6833438623,-87.6147848973,41.6878354388,-87.6147848973,41.6833438623,-87.6102933209,"('-87.6125391091', '41.6855896506')",62,264,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,6,0,1
8084,41.6855896506,-87.6080475327,41.6878354388,-87.6058017445,41.6833438623,-87.6102933209,41.6878354388,-87.6102933209,41.6833438623,-87.6058017445,"('-87.6080475327', '41.6855896506')",27,264,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0
8085,41.6855896506,-87.6035559562,41.6878354388,-87.601310168,41.6833438623,-87.6058017445,41.6878354388,-87.6058017445,41.6833438623,-87.601310168,"('-87.6035559562', '41.6855896506')",28,218,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8086,41.6855896506,-87.5990643798,41.6878354388,-87.5968185916,41.6833438623,-87.601310168,41.6878354388,-87.601310168,41.6833438623,-87.5968185916,"('-87.5990643798', '41.6855896506')",64,254,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8087,41.6855896506,-87.5945728034,41.6878354388,-87.5923270152,41.6833438623,-87.5968185916,41.6878354388,-87.5968185916,41.6833438623,-87.5923270152,"('-87.5945728034', '41.6855896506')",64,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8088,41.6855896506,-87.590081227,41.6878354388,-87.5878354388,41.6833438623,-87.5923270152,41.6878354388,-87.5923270152,41.6833438623,-87.5878354388,"('-87.590081227', '41.6855896506')",64,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8089,41.6855896506,-87.5855896506,41.6878354388,-87.5833438624,41.6833438623,-87.5878354388,41.6878354388,-87.5878354388,41.6833438623,-87.5833438624,"('-87.5855896506', '41.6855896506')",64,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8090,41.6855896506,-87.5810980741,41.6878354388,-87.5788522859,41.6833438623,-87.5833438624,41.6878354388,-87.5833438624,41.6833438623,-87.5788522859,"('-87.5810980741', '41.6855896506')",64,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8091,41.6855896506,-87.5766064977,41.6878354388,-87.5743607095,41.6833438623,-87.5788522859,41.6878354388,-87.5788522859,41.6833438623,-87.5743607095,"('-87.5766064977', '41.6855896506')",64,254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8092,41.6855896506,-87.5721149213,41.6878354388,-87.5698691331,41.6833438623,-87.5743607095,41.6878354388,-87.5743607095,41.6833438623,-87.5698691331,"('-87.5721149213', '41.6855896506')",64,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8093,41.6855896506,-87.5676233449,41.6878354388,-87.5653775567,41.6833438623,-87.5698691331,41.6878354388,-87.5698691331,41.6833438623,-87.5653775567,"('-87.5676233449', '41.6855896506')",64,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8094,41.6855896506,-87.5631317685,41.6878354388,-87.5608859803,41.6833438623,-87.5653775567,41.6878354388,-87.5653775567,41.6833438623,-87.5608859803,"('-87.5631317685', '41.6855896506')",64,254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8095,41.6855896506,-87.558640192,41.6878354388,-87.5563944038,41.6833438623,-87.5608859803,41.6878354388,-87.5608859803,41.6833438623,-87.5563944038,"('-87.558640192', '41.6855896506')",64,254,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8096,41.6855896506,-87.5541486156,41.6878354388,-87.5519028274,41.6833438623,-87.5563944038,41.6878354388,-87.5563944038,41.6833438623,-87.5519028274,"('-87.5541486156', '41.6855896506')",64,254,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8097,41.6855896506,-87.5496570392,41.6878354388,-87.547411251,41.6833438623,-87.5519028274,41.6878354388,-87.5519028274,41.6833438623,-87.547411251,"('-87.5496570392', '41.6855896506')",64,258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8098,41.6855896506,-87.5451654628,41.6878354388,-87.5429196746,41.6833438623,-87.547411251,41.6878354388,-87.547411251,41.6833438623,-87.5429196746,"('-87.5451654628', '41.6855896506')",64,258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8099,41.6855896506,-87.5406738864,41.6878354388,-87.5384280982,41.6833438623,-87.5429196746,41.6878354388,-87.5429196746,41.6833438623,-87.5384280982,"('-87.5406738864', '41.6855896506')",15,258,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0
8161,41.6810980741,-87.7113537903,41.6833438623,-87.7091080021,41.6788522859,-87.7135995786,41.6833438623,-87.7135995786,41.6788522859,-87.7091080021,"('-87.7113537903', '41.6810980741')",22,253,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
